total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_all_providers_down,scenario_primary_timeout_100_total_requests,scenario_primary_timeout_100_availability,scenario_primary_timeout_100_error_rate,scenario_primary_timeout_100_latency_p50_ms,scenario_primary_timeout_100_latency_p95_ms,scenario_primary_timeout_100_latency_p99_ms,scenario_primary_timeout_100_fallback_success_rate,scenario_primary_timeout_100_cache_hit_rate,scenario_primary_timeout_100_circuit_open_count,scenario_primary_timeout_100_recovery_time_ms,scenario_primary_timeout_100_estimated_cost,scenario_primary_timeout_100_estimated_cost_saved,scenario_primary_flaky_50_total_requests,scenario_primary_flaky_50_availability,scenario_primary_flaky_50_error_rate,scenario_primary_flaky_50_latency_p50_ms,scenario_primary_flaky_50_latency_p95_ms,scenario_primary_flaky_50_latency_p99_ms,scenario_primary_flaky_50_fallback_success_rate,scenario_primary_flaky_50_cache_hit_rate,scenario_primary_flaky_50_circuit_open_count,scenario_primary_flaky_50_recovery_time_ms,scenario_primary_flaky_50_estimated_cost,scenario_primary_flaky_50_estimated_cost_saved,scenario_all_healthy_total_requests,scenario_all_healthy_availability,scenario_all_healthy_error_rate,scenario_all_healthy_latency_p50_ms,scenario_all_healthy_latency_p95_ms,scenario_all_healthy_latency_p99_ms,scenario_all_healthy_fallback_success_rate,scenario_all_healthy_cache_hit_rate,scenario_all_healthy_circuit_open_count,scenario_all_healthy_recovery_time_ms,scenario_all_healthy_estimated_cost,scenario_all_healthy_estimated_cost_saved,scenario_all_providers_down_total_requests,scenario_all_providers_down_availability,scenario_all_providers_down_error_rate,scenario_all_providers_down_latency_p50_ms,scenario_all_providers_down_latency_p95_ms,scenario_all_providers_down_latency_p99_ms,scenario_all_providers_down_fallback_success_rate,scenario_all_providers_down_cache_hit_rate,scenario_all_providers_down_circuit_open_count,scenario_all_providers_down_recovery_time_ms,scenario_all_providers_down_estimated_cost,scenario_all_providers_down_estimated_cost_saved
400,0.75,0.25,0.01,456.33,529.1,0.4444,0.4575,13,2284.8336696624756,0.05173,0.10801,pass,pass,pass,pass,100,1.0,0.0,0.0,475.28,517.79,1.0,0.58,6,,0.016056,0.03429,100,1.0,0.0,0.0,494.22,533.47,1.0,0.6,5,2284.8336696624756,0.014284,0.03546,100,1.0,0.0,0.0,229.58,234.63,0.0,0.65,0,,0.02139,0.03826,100,0.0,1.0,0.01,0.03,499.7,0.0,0.0,2,,0.0,0.0
